"title";"description";"year";"director";"country";"image_url";"genres"
"Avatar";"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.";"2009";"James Cameron";"США";"http://example.com/image.jpg";"Action,Adventure,Fantasy,Science fiction"
"Pirates of the Caribbean: At World's End";"Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems.";"2007";"Gore Verbinski";"США";"http://example.com/image.jpg";"Adventure,Fantasy,Action"
"Spectre";"A cryptic message from Bond’s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.";"2015";"Sam Mendes";"Великобритания";"http://example.com/image.jpg";"Action,Adventure,Crime"
"The Dark Knight Rises";"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.";"2012";"Christopher Nolan";"США";"http://example.com/image.jpg";"Action,Crime,Drama,Thriller"
"John Carter";"John Carter is a war-weary, former military captain who's inexplicably transported to the mysterious and exotic planet of Barsoom (Mars) and reluctantly becomes embroiled in an epic conflict. It's a world on the brink of collapse, and Carter rediscovers his humanity when he realizes the survival of Barsoom and its people rests in his hands.";"2012";"Andrew Stanton";"США";"http://example.com/image.jpg";"Action,Adventure,Science fiction"
"Spider-Man 3";"The seemingly invincible Spider-Man goes up against an all-new crop of villain – including the shape-shifting Sandman. While Spider-Man’s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle.";"2007";"Sam Raimi";"США";"http://example.com/image.jpg";"Fantasy,Action,Adventure"
"Tangled";"When the kingdom's most wanted-and most charming-bandit Flynn Rider hides out in a mysterious tower, he's taken hostage by Rapunzel, a beautiful and feisty tower-bound teen with 70 feet of magical, golden hair. Flynn's curious captor, who's looking for her ticket out of the tower where she's been locked away for years, strikes a deal with the handsome thief and the unlikely duo sets off on an action-packed escapade, complete with a super-cop horse, an over-protective chameleon and a gruff gang of pub thugs.";"2010";"Byron Howard";"США";"http://example.com/image.jpg";"Animation,Family"
"Avengers: Age of Ultron";"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.";"2015";"Joss Whedon";"США";"http://example.com/image.jpg";"Action,Adventure,Science fiction"
"Harry Potter and the Half-Blood Prince";"As Harry begins his sixth year at Hogwarts, he discovers an old book marked as 'Property of the Half-Blood Prince', and begins to learn more about Lord Voldemort's dark past.";"2009";"David Yates";"Великобритания";"http://example.com/image.jpg";"Adventure,Fantasy,Family"
"Batman v Superman: Dawn of Justice";"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.";"2016";"Zack Snyder";"США";"http://example.com/image.jpg";"Action,Adventure,Fantasy"
"Superman Returns";"Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest too felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel.";"2006";"Bryan Singer";"США";"http://example.com/image.jpg";"Adventure,Fantasy,Action,Science fiction"
"Quantum of Solace";"Quantum of Solace continues the adventures of James Bond after Casino Royale. Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr. White, who reveals that the organization that blackmailed Vesper is far more complex and dangerous than anyone had imagined.";"2008";"Marc Forster";"Великобритания";"http://example.com/image.jpg";"Adventure,Action,Thriller,Crime"
"Pirates of the Caribbean: Dead Man's Chest";"Captain Jack Sparrow works his way out of a blood debt with the ghostly Davey Jones, he also attempts to avoid eternal damnation.";"2006";"Gore Verbinski";"Jamaica";"http://example.com/image.jpg";"Adventure,Fantasy,Action"
"The Lone Ranger";"The Texas Rangers chase down a gang of outlaws led by Butch Cavendish, but the gang ambushes the Rangers, seemingly killing them all. One survivor is found, however, by an American Indian named Tonto, who nurses him back to health. The Ranger, donning a mask and riding a white stallion named Silver, teams up with Tonto to bring the unscrupulous gang and others of that ilk to justice.";"2013";"Gore Verbinski";"США";"http://example.com/image.jpg";"Action,Adventure,Western"
"Man of Steel";"A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.";"2013";"Zack Snyder";"Великобритания";"http://example.com/image.jpg";"Action,Adventure,Fantasy,Science fiction"
"The Chronicles of Narnia: Prince Caspian";"One year after their incredible adventures in the Lion, the Witch and the Wardrobe, Peter, Edmund, Lucy and Susan Pevensie return to Narnia to aid a young prince whose life has been threatened by the evil King Miraz. Now, with the help of a colorful cast of new characters, including Trufflehunter the badger and Nikabrik the dwarf, the Pevensie clan embarks on an incredible quest to ensure that Narnia is returned to its rightful heir.";"2008";"Andrew Adamson";"Czech Republic";"http://example.com/image.jpg";"Adventure,Family,Fantasy"
"The Avengers";"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!";"2012";"Joss Whedon";"США";"http://example.com/image.jpg";"Science fiction,Action,Adventure"
"Pirates of the Caribbean: On Stranger Tides";"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.";"2011";"Rob Marshall";"США";"http://example.com/image.jpg";"Adventure,Action,Fantasy"
"Men in Black 3";"Agents J (Will Smith) and K (Tommy Lee Jones) are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K (Josh Brolin) to save his partner, the agency, and the future of humankind.";"2012";"Barry Sonnenfeld";"США";"http://example.com/image.jpg";"Action,Comedy,Science fiction"
"The Hobbit: The Battle of the Five Armies";"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.";"2014";"Peter Jackson";"New Zealand";"http://example.com/image.jpg";"Action,Adventure,Fantasy"
"The Amazing Spider-Man";"Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.";"2012";"Marc Webb";"США";"http://example.com/image.jpg";"Action,Adventure,Fantasy"
"Robin Hood";"When soldier Robin happens upon the dying Robert of Loxley, he promises to return the man's sword to his family in Nottingham. There, he assumes Robert's identity; romances his widow, Marion; and draws the ire of the town's sheriff and King John's henchman, Godfrey.";"2010";"Ridley Scott";"Великобритания";"http://example.com/image.jpg";"Action,Adventure"
"The Hobbit: The Desolation of Smaug";"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.";"2013";"Peter Jackson";"New Zealand";"http://example.com/image.jpg";"Adventure,Fantasy"
"The Golden Compass";"After overhearing a shocking secret, precocious orphan Lyra Belacqua trades her carefree existence roaming the halls of Jordan College for an otherworldly adventure in the far North, unaware that it's part of her destiny.";"2007";"Chris Weitz";"Великобритания";"http://example.com/image.jpg";"Adventure,Fantasy"
"King Kong";"In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady.";"2005";"Peter Jackson";"New Zealand";"http://example.com/image.jpg";"Adventure,Drama,Action"
"Titanic";"84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fiancé, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.";"1997";"James Cameron";"США";"http://example.com/image.jpg";"Drama,Romance,Thriller"
"Captain America: Civil War";"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.";"2016";"Anthony Russo";"США";"http://example.com/image.jpg";"Adventure,Action,Science fiction"
"Battleship";"When mankind beams a radio signal into space, a reply comes from ‘Planet G’, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential his brother, and his fiancée's father, Admiral Shane, expect of him.";"2012";"Peter Berg";"США";"http://example.com/image.jpg";"Thriller,Action,Adventure,Science fiction"
"Jurassic World";"Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.";"2015";"Colin Trevorrow";"США";"http://example.com/image.jpg";"Action,Adventure,Science fiction,Thriller"
"Skyfall";"When Bond's latest assignment goes gravely wrong and agents around the world are exposed, MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory, the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out, M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent, Eve - following a trail to the mysterious Silva, whose lethal and hidden motives have yet to reveal themselves.";"2012";"Sam Mendes";"Великобритания";"http://example.com/image.jpg";"Action,Adventure,Thriller"
"Spider-Man 2";"Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood.";"2004";"Sam Raimi";"США";"http://example.com/image.jpg";"Action,Adventure,Fantasy"
"Iron Man 3";"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.";"2013";"Shane Black";"China";"http://example.com/image.jpg";"Action,Adventure,Science fiction"
"Alice in Wonderland";"Alice, an unpretentious and individual 19-year-old, is betrothed to a dunce of an English nobleman. At her engagement party, she escapes the crowd to consider whether to go through with the marriage and falls down a hole in the garden after spotting an unusual rabbit. Arriving in a strange and surreal place called 'Underland,' she finds herself in a world that resembles the nightmares she had as a child, filled with talking animals, villainous queens and knights, and frumious bandersnatches. Alice realizes that she is there for a reason – to conquer the horrific Jabberwocky and restore the rightful queen to her throne.";"2010";"Tim Burton";"США";"http://example.com/image.jpg";"Family,Fantasy,Adventure"
"X-Men: The Last Stand";"When a cure is found to treat mutations, lines are drawn amongst the X-Men and The Brotherhood, a band of powerful mutants organized under Xavier's former ally, Magneto.";"2006";"Brett Ratner";"Canada";"http://example.com/image.jpg";"Adventure,Action,Science fiction,Thriller"
"Monsters University";"A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.";"2013";"Dan Scanlon";"США";"http://example.com/image.jpg";"Animation,Family"
"Transformers: Revenge of the Fallen";"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.";"2009";"Michael Bay";"США";"http://example.com/image.jpg";"Science fiction,Action,Adventure"
"Transformers: Age of Extinction";"As humanity picks up the pieces, following the conclusion of ""Transformers: Dark of the Moon,"" Autobots and Decepticons have all but vanished from the face of the planet. However, a group of powerful, ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient, powerful Transformer menace sets Earth in his cross-hairs.";"2014";"Michael Bay";"США";"http://example.com/image.jpg";"Science fiction,Action,Adventure"
"Oz: The Great and Powerful";"Oscar Diggs, a small-time circus illusionist and con-artist, is whisked from Kansas to the Land of Oz where the inhabitants assume he's the great wizard of prophecy, there to save Oz from the clutches of evil.";"2013";"Sam Raimi";"США";"http://example.com/image.jpg";"Fantasy,Adventure,Family"
"The Amazing Spider-Man 2";"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.";"2014";"Marc Webb";"США";"http://example.com/image.jpg";"Action,Adventure,Fantasy"
"TRON: Legacy";"Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.";"2010";"Joseph Kosinski";"США";"http://example.com/image.jpg";"Adventure,Action,Science fiction"
"Cars 2";"Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.";"2011";"John Lasseter";"США";"http://example.com/image.jpg";"Animation,Family,Adventure,Comedy"
"Green Lantern";"For centuries, a small but powerful force of warriors called the Green Lantern Corps has sworn to keep intergalactic order. Each Green Lantern wears a ring that grants him superpowers. But when a new enemy called Parallax threatens to destroy the balance of power in the Universe, their fate and the fate of Earth lie in the hands of the first human ever recruited.";"2011";"Martin Campbell";"США";"http://example.com/image.jpg";"Adventure,Action,Thriller,Science fiction"
"Toy Story 3";"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.";"2010";"Lee Unkrich";"США";"http://example.com/image.jpg";"Animation,Family,Comedy"
"Terminator Salvation";"All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe.";"2009";"McG";"Germany";"http://example.com/image.jpg";"Action,Science fiction,Thriller"
"Furious 7";"Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.";"2015";"James Wan";"Japan";"http://example.com/image.jpg";"Action"
"World War Z";"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.";"2013";"Marc Forster";"США";"http://example.com/image.jpg";"Action,Drama,Horror,Science fiction,Thriller"
"X-Men: Days of Future Past";"The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.";"2014";"Bryan Singer";"Великобритания";"http://example.com/image.jpg";"Action,Adventure,Fantasy,Science fiction"
"Star Trek Into Darkness";"When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.";"2013";"J.J. Abrams";"США";"http://example.com/image.jpg";"Action,Adventure,Science fiction"
"Jack the Giant Slayer";"The story of an ancient war that is reignited when a young farmhand unwittingly opens a gateway between our world and a fearsome race of giants. Unleashed on the Earth for the first time in centuries, the giants strive to reclaim the land they once lost, forcing the young man, Jack into the battle of his life to stop them. Fighting for a kingdom, its people, and the love of a brave princess, he comes face to face with the unstoppable warriors he thought only existed in legend–and gets the chance to become a legend himself.";"2013";"Bryan Singer";"США";"http://example.com/image.jpg";"Action,Family,Fantasy"
"The Great Gatsby";"An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.";"2013";"Baz Luhrmann";"США";"http://example.com/image.jpg";"Drama,Romance"
"Prince of Persia: The Sands of Time";"A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time – gift from the gods that can reverse time and allow its possessor to rule the world.";"2010";"Mike Newell";"США";"http://example.com/image.jpg";"Adventure,Fantasy,Action,Romance"
"Pacific Rim";"When legions of monstrous creatures, known as Kaiju, started rising from the sea, a war began that would take millions of lives and consume humanity's resources for years on end. To combat the giant Kaiju, a special type of weapon was devised: massive robots, called Jaegers, which are controlled simultaneously by two pilots whose minds are locked in a neural bridge. But even the Jaegers are proving nearly defenseless in the face of the relentless Kaiju. On the verge of defeat, the forces defending mankind have no choice but to turn to two unlikely heroes—a washed-up former pilot (Charlie Hunnam) and an untested trainee (Rinko Kikuchi)—who are teamed to drive a legendary but seemingly obsolete Jaeger from the past. Together, they stand as mankind's last hope against the mounting apocalypse.";"2013";"Guillermo del Toro";"США";"http://example.com/image.jpg";"Action,Science fiction,Adventure"
"Transformers: Dark of the Moon";"Sam Witwicky takes his first tenuous steps into adulthood while remaining a reluctant human ally of Autobot-leader Optimus Prime. The film centers around the space race between the USSR and the USA, suggesting there was a hidden Transformers role in it all that remains one of the planet's most dangerous secrets.";"2011";"Michael Bay";"США";"http://example.com/image.jpg";"Action,Science fiction,Adventure"
"Indiana Jones and the Kingdom of the Crystal Skull";"Set during the Cold War, the Soviets – led by sword-wielding Irina Spalko – are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. After being captured and then escaping from them, Indy is coerced to head to Peru at the behest of a young man whose friend – and Indy's colleague – Professor Oxley has been captured for his knowledge of the skull's whereabouts.";"2008";"Steven Spielberg";"США";"http://example.com/image.jpg";"Adventure,Action"
"The Good Dinosaur";"An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.";"2015";"Peter Sohn";"США";"http://example.com/image.jpg";"Adventure,Animation,Family"
"Brave";"Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.";"2012";"Brenda Chapman";"США";"http://example.com/image.jpg";"Animation,Adventure,Comedy,Family,Action"
"Star Trek Beyond";"The USS Enterprise crew explores the furthest reaches of uncharted space, where they encounter a mysterious new enemy who puts them and everything the Federation stands for to the test.";"2016";"Justin Lin";"США";"http://example.com/image.jpg";"Action,Adventure,Science fiction"
"WALL·E";"WALL·E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, WALL·E thinks he's finally found a friend and stows away on the ship when it leaves.";"2008";"Andrew Stanton";"США";"http://example.com/image.jpg";"Animation,Family"
"Rush Hour 3";"After an attempted assassination on Ambassador Han, Inspector Lee and Detective Carter are back in action as they head to Paris to protect a French woman with knowledge of the Triads' secret leaders. Lee also holds secret meetings with a United Nations authority, but his personal struggles with a Chinese criminal mastermind named Kenji, which reveals that it's Lee's long-lost...brother.";"2007";"Brett Ratner";"США";"http://example.com/image.jpg";"Action,Comedy,Crime,Thriller"
"2012";"Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.";"2009";"Roland Emmerich";"Canada";"http://example.com/image.jpg";"Action,Adventure,Science fiction"
"A Christmas Carol";"Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption.";"2009";"Robert Zemeckis";"США";"http://example.com/image.jpg";"Animation,Drama"
"Jupiter Ascending";"In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty…";"2015";"Lilly Wachowski";"США";"http://example.com/image.jpg";"Science fiction,Fantasy,Action,Adventure"
"The Legend of Tarzan";"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.";"2016";"David Yates";"Canada";"http://example.com/image.jpg";"Action,Adventure"
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe";"Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, the they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.";"2005";"Andrew Adamson";"Великобритания";"http://example.com/image.jpg";"Adventure,Family,Fantasy"
"X-Men: Apocalypse";"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.";"2016";"Bryan Singer";"США";"http://example.com/image.jpg";"Science fiction"
"The Dark Knight";"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.";"2008";"Christopher Nolan";"Великобритания";"http://example.com/image.jpg";"Drama,Action,Crime,Thriller"
"Up";"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.";"2009";"Pete Docter";"США";"http://example.com/image.jpg";"Animation,Comedy,Family,Adventure"
"Monsters vs Aliens";"When Susan Murphy is unwittingly clobbered by a meteor full of outer space gunk on her wedding day, she mysteriously grows to 49-feet-11-inches. The military jumps into action and captures Susan, secreting her away to a covert government compound. She is renamed Ginormica and placed in confinement with a ragtag group of Monsters...";"2009";"Conrad Vernon";"США";"http://example.com/image.jpg";"Animation,Family,Adventure,Science fiction"
"Iron Man";"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.";"2008";"Jon Favreau";"США";"http://example.com/image.jpg";"Action,Science fiction,Adventure"
"Hugo";"Hugo is an orphan boy living in the walls of a train station in 1930s Paris. He learned to fix clocks and other gadgets from his father and uncle which he puts to use keeping the train station clocks running. The only thing that he has left that connects him to his dead father is an automaton (mechanical man) that doesn't work without a special key which Hugo needs to find to unlock the secret he believes it contains. On his adventures, he meets with a shopkeeper, George Melies, who works in the train station and his adventure-seeking god-daughter. Hugo finds that they have a surprising connection to his father and the automaton, and he discovers it unlocks some memories the old man has buried inside regarding his past.";"2011";"Martin Scorsese";"France";"http://example.com/image.jpg";"Adventure,Drama,Family"
"Wild Wild West";"Legless Southern inventor Dr. Arliss Loveless plans to rekindle the Civil War by assassinating President U.S. Grant. Only two men can stop him: gunfighter James West and master-of-disguise and inventor Artemus Gordon. The two must team up to thwart Loveless' plans.";"1999";"Barry Sonnenfeld";"США";"http://example.com/image.jpg";"Action,Adventure,Comedy,Science fiction,Western"
"The Mummy: Tomb of the Dragon Emperor";"Archaeologist Rick O'Connell travels to China, pitting him against an emperor from the 2,000-year-old Han dynasty who's returned from the dead to pursue a quest for world domination. This time, O'Connell enlists the help of his wife and son to quash the so-called 'Dragon Emperor' and his abuse of supernatural power.";"2008";"Rob Cohen";"Germany";"http://example.com/image.jpg";"Adventure,Action,Fantasy"
"Suicide Squad";"From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.";"2016";"David Ayer";"США";"http://example.com/image.jpg";"Action,Adventure,Crime,Fantasy,Science fiction"
"Evan Almighty";"God contacts Congressman Evan Baxter and tells him to build an ark in preparation for a great flood.";"2007";"Tom Shadyac";"США";"http://example.com/image.jpg";"Fantasy,Comedy,Family"
"Edge of Tomorrow";"Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.";"2014";"Doug Liman";"Australia";"http://example.com/image.jpg";"Action,Science fiction"
"Waterworld";"In a futuristic world where the polar ice caps have melted and made Earth a liquid planet, a beautiful barmaid rescues a mutant seafarer from a floating island prison. They escape, along with her young charge, Enola, and sail off aboard his ship. But the trio soon becomes the target of a menacing pirate who covets the map to 'Dryland' – which is tattooed on Enola's back.";"1995";"Kevin Reynolds";"США";"http://example.com/image.jpg";"Adventure,Action"
"G.I. Joe: The Rise of Cobra";"From the Egyptian desert to deep below the polar ice caps, the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos.";"2009";"Stephen Sommers";"Czech Republic";"http://example.com/image.jpg";"Adventure,Action,Thriller,Science fiction"
"Inside Out";"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school.";"2015";"Pete Docter";"США";"http://example.com/image.jpg";"Drama,Comedy,Animation,Family"
"The Jungle Book";"After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther, Bagheera, and free spirited bear, Baloo.";"2016";"Jon Favreau";"Великобритания";"http://example.com/image.jpg";"Family,Adventure,Drama,Fantasy"
